Cleared/Open Items Symbol,Account,Reference,Trading partner,Document Number,Document type,Assignment,Business Area,Credit control area,Document Date,Posting Date,Special G/L Ind.,Net Due Date Symbol,Amount in Local Currency,Local Currency,Clearing Document,Text
,1018504,90898503,,5942,U4,TCX3NB3L12621,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-4.92,USD,,
,1018504,90898504,,5943,U4,TCX3NB4G12621,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-6.49,USD,,
,1018504,90898505,,5944,U4,TCX3NB6912621,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3.38,USD,,
,1018504,90898506,,5945,U4,TCX3NB8M12621,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-4.33,USD,,
,1018504,90898507,,5946,U4,TCX3NBA512621,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3.38,USD,,
,1018504,90898508,,5947,U4,TCX3NC2712621,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-9.84,USD,,
,1018504,90898509,,5948,U4,TCX3P11R12622,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-14.1,USD,,
,1018504,90898510,,5949,U4,TCX3P27512621,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-4.62,USD,,
,1018504,90898511,,5950,U4,TCXCNA1412621,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-8.15,USD,,
,1018504,90898512,,5951,U4,TCXCP10512621,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-6.49,USD,,
,1018504,90898513,,5952,U4,TCXENA2212621,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-6.49,USD,,
,1018504,90898514,,5953,U4,TCXFNA1712622,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-17.19,USD,,
,1018504,90898515,,5954,U4,TCXLNC1812621,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-2.16,USD,,
,1018504,90898516,,5955,U4,TCXXNC0212622,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-4.92,USD,,
,1018504,90898517,,5956,U4,TCXXNC1712621,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-2,USD,,
,1018504,90898518,,5957,U4,TCXYNA1312621,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.6,USD,,
,1018504,90898519,,5958,U4,WGC22150134801-DS,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-27.34,USD,,
,1018504,90898520,,5959,U4,WGC22280152755,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-4274.55,USD,,
,1018504,90898521,,5960,U4,WGC22330159409,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-5343.71,USD,,
,1018504,90898522,,5961,U4,WGC22380165826,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-2784.57,USD,,
,1018504,90898523,,5962,U4,WGC22410169782,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3038.46,USD,,
,1018504,90898524,,5963,U4,WGC22450175035,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-7907.46,USD,,
,1018504,90898525,,5964,U4,WGC22460176246,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3438.6,USD,,
,1018504,90898526,,5965,U4,WGC23030187985,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-4133.64,USD,,
,1018504,90898527,,5966,U4,WGC23040189323,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-5976.67,USD,,
,1018504,90898528,,5967,U4,WPS04220010111,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3.25,USD,,
,1018504,90898529,,5968,U4,WPS08220011218,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-12.5,USD,,
,1018504,90898530,,5969,U4,WPS10220011731,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-5,USD,,
,1018504,90898660,,5970,U4,FP9452157,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-31.06,USD,,
,1018504,90898661,,5971,U4,GA012387135,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-69,USD,,
,1018504,90898662,,5972,U4,GA022388100,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-74,USD,,
,1018504,90898663,,5973,U4,GA062280506,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-11.56,USD,,
,1018504,90898664,,5974,U4,GA092283293,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-42.46,USD,,
,1018504,90898665,,5975,U4,GA102284302,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-91.56,USD,,
,1018504,90898666,,5976,U4,GA112285279,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-46.65,USD,,
,1018504,90898667,,5977,U4,GA122286093,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-48.48,USD,,
,1018504,90898668,,5978,U4,GRL10285732,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-9.39,USD,,
,1018504,90898669,,5979,U4,GRL10285733,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-26.76,USD,,
,1018504,90898670,,5980,U4,GRL10285734,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.1,USD,,
,1018504,90898671,,5981,U4,GRN10240409,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-4.31,USD,,
,1018504,90898672,,5982,U4,GRN10240410,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-4.31,USD,,
,1018504,90898673,,5983,U4,GRP10231575,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.5,USD,,
,1018504,90898674,,5984,U4,GRP10231576,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.12,USD,,
,1018504,90898675,,5985,U4,GRP10231577,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.11,USD,,
,1018504,90898676,,5986,U4,GRP10231578,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.13,USD,,
,1018504,90898677,,5987,U4,GRP10231579,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.5,USD,,
,1018504,90898678,,5988,U4,GRP10231580,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.04,USD,,
,1018504,90898679,,5989,U4,GRP10231581,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.71,USD,,
,1018504,90898680,,5990,U4,GRP10231582,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.44,USD,,
,1018504,90898681,,5991,U4,GRP10231583,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-6.03,USD,,
,1018504,90898682,,5992,U4,GRP10231584,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.36,USD,,
,1018504,90898683,,5993,U4,GRP10231586,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.8,USD,,
,1018504,90898684,,5994,U4,GRP10286551,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.11,USD,,
,1018504,90898685,,5995,U4,GRP10286553,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.47,USD,,
,1018504,90898686,,5996,U4,GRP10286554,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.29,USD,,
,1018504,90898687,,5997,U4,GRP10286555,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.39,USD,,
,1018504,90898688,,5998,U4,GRP10286556,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3.69,USD,,
,1018504,90898689,,5999,U4,GRP10286557,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1,USD,,
,1018504,90898690,,6000,U4,GRP10286558,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.79,USD,,
,1018504,90898691,,6001,U4,GRP10286560,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.23,USD,,
,1018504,90898692,,6002,U4,GRP10286562,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-4.86,USD,,
,1018504,90898693,,6003,U4,GRP10286563,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.2,USD,,
,1018504,90898694,,6004,U4,GRP10286565,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-2.77,USD,,
,1018504,90898695,,6005,U4,GRP10286566,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.13,USD,,
,1018504,90898696,,6006,U4,GRP10286567,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.24,USD,,
,1018504,90898697,,6007,U4,GRP10286568,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-5.03,USD,,
,1018504,90898698,,6008,U4,GRS10247080,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-2.77,USD,,
,1018504,90898699,,6009,U4,GRS10247089,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-15.19,USD,,
,1018504,90898700,,6010,U4,GRX10191603,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3.69,USD,,
,1018504,90898701,,6011,U4,GRX10191607,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-36.24,USD,,
,1018504,90898702,,6012,U4,GRX10222485,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-16.52,USD,,
,1018504,90898703,,6013,U4,GRX10254329,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-122.56,USD,,
,1018504,90898704,,6014,U4,GRX10254336,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-2.14,USD,,
,1018504,90898705,,6015,U4,GRX10254337,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-73.8,USD,,
,1018504,90898706,,6016,U4,GRX10254344,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-14.63,USD,,
,1018504,90898707,,6017,U4,GRX10254346,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-47.01,USD,,
,1018504,90898708,,6018,U4,GRX10254347,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-6.7,USD,,
,1018504,90898709,,6019,U4,GRX10254348,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-5.54,USD,,
,1018504,90898710,,6020,U4,GRX10254349,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.49,USD,,
,1018504,90898711,,6021,U4,GRX10254350,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-8.69,USD,,
,1018504,90898712,,6022,U4,GRX10254351,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.42,USD,,
,1018504,90898713,,6023,U4,GRX10254352,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.62,USD,,
,1018504,90898714,,6024,U4,GRX10254353,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.24,USD,,
,1018504,90898715,,6025,U4,GRX10254354,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-4.95,USD,,
,1018504,90898716,,6026,U4,GRX10254355,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.47,USD,,
,1018504,90898717,,6027,U4,GRX10254356,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-5.07,USD,,
,1018504,90898718,,6028,U4,GRX10254357,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-2.46,USD,,
,1018504,90898719,,6029,U4,GRX10254358,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-18.2,USD,,
,1018504,90898720,,6030,U4,GRX10254359,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.72,USD,,
,1018504,90898721,,6031,U4,GRX10254360,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.85,USD,,
,1018504,90898722,,6032,U4,GRX10254361,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-4.05,USD,,
,1018504,90898723,,6033,U4,GRX10254362,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-6.15,USD,,
,1018504,90898724,,6034,U4,GRX10277027,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3.34,USD,,
,1018504,90898725,,6035,U4,GRX10300722,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3.81,USD,,
,1018504,90898726,,6036,U4,GRX10300723,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-7.5,USD,,
,1018504,90898727,,6037,U4,GRX10300724,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-120.45,USD,,
,1018504,90898728,,6038,U4,GRX10300727,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-49.49,USD,,
,1018504,90898729,,6039,U4,GRX10300728,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-2.46,USD,,
,1018504,90898730,,6040,U4,GRX10300729,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3.34,USD,,
,1018504,90898731,,6041,U4,GRX10300730,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-2,USD,,
,1018504,90898732,,6042,U4,GRX10300731,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-77.9,USD,,
,1018504,90898733,,6043,U4,GRX10300732,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.07,USD,,
,1018504,90898734,,6044,U4,GRX10300735,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.9,USD,,
,1018504,90898735,,6045,U4,GRX10300736,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-9.84,USD,,
,1018504,90898736,,6046,U4,GRX10300737,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-2.46,USD,,
,1018504,90898737,,6047,U4,GRX10300738,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-13.7,USD,,
,1018504,90898738,,6048,U4,GRX10300739,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-2.5,USD,,
,1018504,90898739,,6049,U4,GRX10300740,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3.93,USD,,
,1018504,90898740,,6050,U4,GRX10300741,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-14.9,USD,,
,1018504,90898741,,6051,U4,GRX10300744,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-30.64,USD,,
,1018504,90898742,,6052,U4,GRX10300746,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3.93,USD,,
,1018504,90898743,,6053,U4,GRX10300747,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-11.9,USD,,
,1018504,90898744,,6054,U4,GRX10300748,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3.34,USD,,
,1018504,90898745,,6055,U4,GRX10300749,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-2.94,USD,,
,1018504,90898746,,6056,U4,GRX10300751,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3.34,USD,,
,1018504,90898747,,6057,U4,GRX10300755,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-45.3,USD,,
,1018504,90898748,,6058,U4,GRX10300756,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.97,USD,,
,1018504,90898749,,6059,U4,GRX10300757,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.85,USD,,
,1018504,90898750,,6060,U4,GRX10300759,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-4.89,USD,,
,1018504,90898751,,6061,U4,GRX10300763,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-7.05,USD,,
,1018504,90898752,,6062,U4,GRX10300764,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3,USD,,
,1018504,90898753,,6063,U4,GRX10300765,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-9.5,USD,,
,1018504,90898754,,6064,U4,GRX10300772,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-16.1,USD,,
,1018504,90898755,,6065,U4,GRX10300774,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-1.67,USD,,
,1018504,90898756,,6066,U4,GRX10300776,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-6.49,USD,,
,1018504,90898757,,6067,U4,GRX10306159,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-7.69,USD,,
,1018504,90898758,,6068,U4,GRX10306160,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-7.4,USD,,
,1018504,90898759,,6069,U4,GRX10306161,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-3.7,USD,,
,1018504,90898760,,6070,U4,KSP032261556,5100,5000,Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),Thu Jun 29 2023 05:30:00 GMT+0530 (India Standard Time),,,-0.75,USD,,
